Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;24 Feb 2025;Commission Fee;-194.44;26.8192;Released;03 Mar 2025;;21 Feb 2025;209587412469953;209587412569953;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;24 Feb 2025;Shipping Fee;-152.55;17.55;Released;03 Mar 2025;;21 Feb 2025;209587412469953;209587412569953;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;24 Feb 2025;Free Shipping Max Fee;-80.46;11.0976;Released;03 Mar 2025;;21 Feb 2025;209587412469953;209587412569953;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;24 Feb 2025;Co-funded Voucher Max;-23.12;0;Released;03 Mar 2025;;21 Feb 2025;209587412469953;209587412569953;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
03 Mar 2025 - 09 Mar 2025;PK2NBO6P7YY-2025-010;03 Mar 2025;Payment Fee;-29.39;3.3813;Released;10 Mar 2025;;21 Feb 2025;210343566553426;210343566653426;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
03 Mar 2025 - 09 Mar 2025;PK2NBO6P7YY-2025-010;03 Mar 2025;Shipping Fee Paid by Buyer;145;0;Released;10 Mar 2025;;21 Feb 2025;210343566553426;210343566653426;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
03 Mar 2025 - 09 Mar 2025;PK2NBO6P7YY-2025-010;03 Mar 2025;Product Price Paid by Buyer;1156;0;Released;10 Mar 2025;;21 Feb 2025;210343566553426;210343566653426;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
03 Mar 2025 - 09 Mar 2025;PK2NBO6P7YY-2025-010;03 Mar 2025;Commission Fee;-194.44;26.8192;Released;10 Mar 2025;;21 Feb 2025;210343566553426;210343566653426;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
03 Mar 2025 - 09 Mar 2025;PK2NBO6P7YY-2025-010;03 Mar 2025;Shipping Fee;-163.85;18.85;Released;10 Mar 2025;;21 Feb 2025;210343566553426;210343566653426;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
03 Mar 2025 - 09 Mar 2025;PK2NBO6P7YY-2025-010;03 Mar 2025;Free Shipping Max Fee;-80.46;11.0976;Released;10 Mar 2025;;21 Feb 2025;210343566553426;210343566653426;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
03 Mar 2025 - 09 Mar 2025;PK2NBO6P7YY-2025-010;03 Mar 2025;Co-funded Voucher Max;-23.12;0;Released;10 Mar 2025;;21 Feb 2025;210343566553426;210343566653426;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Payment Fee;-29.39;3.3813;Released;24 Feb 2025;;21 Feb 2025;210337724956188;210337725056188;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Shipping Fee Paid by Buyer;125;0;Released;24 Feb 2025;;21 Feb 2025;210337724956188;210337725056188;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Product Price Paid by Buyer;1156;0;Released;24 Feb 2025;;21 Feb 2025;210337724956188;210337725056188;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Commission Fee;-194.44;26.8192;Released;24 Feb 2025;;21 Feb 2025;210337724956188;210337725056188;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Shipping Fee;-141.25;16.25;Released;24 Feb 2025;;21 Feb 2025;210337724956188;210337725056188;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Free Shipping Max Fee;-80.46;11.0976;Released;24 Feb 2025;;21 Feb 2025;210337724956188;210337725056188;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Co-funded Voucher Max;-23.12;0;Released;24 Feb 2025;;21 Feb 2025;210337724956188;210337725056188;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;25 Feb 2025;Payment Fee;-29.39;3.3813;Released;03 Mar 2025;;21 Feb 2025;210332782602274;210332782702274;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;25 Feb 2025;Product Price Paid by Buyer;1156;0;Released;03 Mar 2025;;21 Feb 2025;210332782602274;210332782702274;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;25 Feb 2025;Commission Fee;-194.44;26.8192;Released;03 Mar 2025;;21 Feb 2025;210332782602274;210332782702274;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;25 Feb 2025;Shipping Fee;-152.55;17.55;Released;03 Mar 2025;;21 Feb 2025;210332782602274;210332782702274;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;25 Feb 2025;Shipping Fee Discount;152.55;17.55;Released;03 Mar 2025;;21 Feb 2025;210332782602274;210332782702274;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;25 Feb 2025;Free Shipping Max Fee;-80.46;11.0976;Released;03 Mar 2025;;21 Feb 2025;210332782602274;210332782702274;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Feb 2025 - 02 Mar 2025;PK2NBO6P7YY-2025-009;25 Feb 2025;Co-funded Voucher Max;-23.12;0;Released;03 Mar 2025;;21 Feb 2025;210332782602274;210332782702274;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Payment Fee;-23.01;2.6468;Released;24 Feb 2025;;21 Feb 2025;209553638938099;209553639038099;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Product Price Paid by Buyer;905;0;Released;24 Feb 2025;;21 Feb 2025;209553638938099;209553639038099;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Feb 2025 - 23 Feb 2025;PK2NBO6P7YY-2025-008;23 Feb 2025;Commission Fee;-125.98;17.376;Released;24 Feb 2025;;21 Feb 2025;209553638938099;209553639038099;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
