Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee Paid by Buyer;125;0;Released;24 Mar 2025;;20 Mar 2025;212512994596072;212512994696072;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Product Price Paid by Buyer;999;0;Released;24 Mar 2025;;20 Mar 2025;212512994596072;212512994696072;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Commission Fee;-139.06;19.1808;Released;24 Mar 2025;;20 Mar 2025;212512994596072;212512994696072;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee;-141.25;16.25;Released;24 Mar 2025;;20 Mar 2025;212512994596072;212512994696072;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Payment Fee;-25.4;2.9224;Released;24 Mar 2025;;20 Mar 2025;211739421235240;211739421335240;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee Paid by Buyer;125;0;Released;24 Mar 2025;;20 Mar 2025;211739421235240;211739421335240;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Product Price Paid by Buyer;999;0;Released;24 Mar 2025;;20 Mar 2025;211739421235240;211739421335240;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Commission Fee;-139.06;19.1808;Released;24 Mar 2025;;20 Mar 2025;211739421235240;211739421335240;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee;-141.25;16.25;Released;24 Mar 2025;;20 Mar 2025;211739421235240;211739421335240;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Payment Fee;-30.69;3.5308;Released;24 Mar 2025;;20 Mar 2025;211719028433086;211719028533086;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee Paid by Buyer;125;0;Released;24 Mar 2025;;20 Mar 2025;211719028433086;211719028533086;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Product Price Paid by Buyer;1207;0;Released;24 Mar 2025;;20 Mar 2025;211719028433086;211719028533086;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Commission Fee;-168.01;23.1744;Released;24 Mar 2025;;20 Mar 2025;211719028433086;211719028533086;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee;-141.25;16.25;Released;24 Mar 2025;;20 Mar 2025;211719028433086;211719028533086;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Co-funded Voucher Max;-24.14;0;Released;24 Mar 2025;;20 Mar 2025;211719028433086;211719028533086;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Payment Fee;-9.89;1.1375;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925396406;671420136-1738935633120-1;671420136_PK-3170365816;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Shipping Fee Paid by Buyer;90;0;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925396406;671420136-1738935633120-1;671420136_PK-3170365816;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Product Price Paid by Buyer;389;0;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925396406;671420136-1738935633120-1;671420136_PK-3170365816;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Commission Fee;-54.15;7.4688;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925396406;671420136-1738935633120-1;671420136_PK-3170365816;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Shipping Fee;-101.7;11.7;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925396406;671420136-1738935633120-1;671420136_PK-3170365816;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Co-funded Voucher Max;-7.78;0;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925396406;671420136-1738935633120-1;671420136_PK-3170365816;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Payment Fee;-10.94;1.2584;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925496406;671420136-1738935633116-0;671420136_PK-3170365815;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Shipping Fee Paid by Buyer;90;0;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925496406;671420136-1738935633116-0;671420136_PK-3170365815;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Product Price Paid by Buyer;430;0;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925496406;671420136-1738935633116-0;671420136_PK-3170365815;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Commission Fee;-59.86;8.256;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925496406;671420136-1738935633116-0;671420136_PK-3170365815;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Shipping Fee;-101.7;11.7;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925496406;671420136-1738935633116-0;671420136_PK-3170365815;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Co-funded Voucher Max;-8.6;0;Released;31 Mar 2025;;20 Mar 2025;212485925296406;212485925496406;671420136-1738935633116-0;671420136_PK-3170365815;0;NO;Delivered;STEM Science Experiment Kit for Kids – DIY Electric Circuit Learning Toy with Battery, Fan, LED Bulb, Motor, Clips & Switch – Educational Physics Lab Set for School Projects & Fun Learning DIY Kids Science School Projects Experiment Kits
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Payment Fee;-25.4;2.9224;Released;24 Mar 2025;;20 Mar 2025;211706213327842;211706213427842;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Shipping Fee Paid by Buyer;180;0;Released;24 Mar 2025;;20 Mar 2025;211706213327842;211706213427842;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Product Price Paid by Buyer;999;0;Released;24 Mar 2025;;20 Mar 2025;211706213327842;211706213427842;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Commission Fee;-139.06;19.1808;Released;24 Mar 2025;;20 Mar 2025;211706213327842;211706213427842;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;23 Mar 2025;Shipping Fee;-203.4;23.4;Released;24 Mar 2025;;20 Mar 2025;211706213327842;211706213427842;659759668-1737415688602-0;659759668_PK-3104349727;0;NO;Delivered;Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun With Silencer For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;20 Mar 2025;212469991365993;212469991465993;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee Paid by Buyer;160;0;Released;24 Mar 2025;;20 Mar 2025;212469991365993;212469991465993;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;20 Mar 2025;212469991365993;212469991465993;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;20 Mar 2025;212469991365993;212469991465993;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Shipping Fee;-180.8;20.8;Released;24 Mar 2025;;20 Mar 2025;212469991365993;212469991465993;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;22 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;20 Mar 2025;212469991365993;212469991465993;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Payment Fee;-30.69;3.5308;Released;24 Mar 2025;;19 Mar 2025;211638627623760;211638627723760;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee Paid by Buyer;160;0;Released;24 Mar 2025;;19 Mar 2025;211638627623760;211638627723760;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Product Price Paid by Buyer;1207;0;Released;24 Mar 2025;;19 Mar 2025;211638627623760;211638627723760;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Commission Fee;-168.01;23.1744;Released;24 Mar 2025;;19 Mar 2025;211638627623760;211638627723760;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee;-180.8;20.8;Released;24 Mar 2025;;19 Mar 2025;211638627623760;211638627723760;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Co-funded Voucher Max;-24.14;0;Released;24 Mar 2025;;19 Mar 2025;211638627623760;211638627723760;659763426-1737415962791-0;659763426_PK-3104354321;0;NO;Delivered;Automatic Glock Soft Bullet Toy Gun Shell Ejection Foam Darts Blaster Manual Airsoft Gun For Kid Adult
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;18 Mar 2025;212343771948792;212343772048792;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee Paid by Buyer;160;0;Released;24 Mar 2025;;18 Mar 2025;212343771948792;212343772048792;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;18 Mar 2025;212343771948792;212343772048792;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;18 Mar 2025;212343771948792;212343772048792;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Shipping Fee;-180.8;20.8;Released;24 Mar 2025;;18 Mar 2025;212343771948792;212343772048792;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;20 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;18 Mar 2025;212343771948792;212343772048792;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;18 Mar 2025;212340789553670;212340789653670;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee Paid by Buyer;135;0;Released;24 Mar 2025;;18 Mar 2025;212340789553670;212340789653670;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;18 Mar 2025;212340789553670;212340789653670;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;18 Mar 2025;212340789553670;212340789653670;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee;-152.55;17.55;Released;24 Mar 2025;;18 Mar 2025;212340789553670;212340789653670;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;18 Mar 2025;212340789553670;212340789653670;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Payment Fee;-29.29;3.3696;Released;24 Mar 2025;;18 Mar 2025;212339112200791;212339112300791;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee Paid by Buyer;160;0;Released;24 Mar 2025;;18 Mar 2025;212339112200791;212339112300791;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Product Price Paid by Buyer;1152;0;Released;24 Mar 2025;;18 Mar 2025;212339112200791;212339112300791;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Commission Fee;-193.77;26.7264;Released;24 Mar 2025;;18 Mar 2025;212339112200791;212339112300791;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Shipping Fee;-180.8;20.8;Released;24 Mar 2025;;18 Mar 2025;212339112200791;212339112300791;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
17 Mar 2025 - 23 Mar 2025;PK2NBO6P7YY-2025-012;21 Mar 2025;Co-funded Voucher Max;-23.04;0;Released;24 Mar 2025;;18 Mar 2025;212339112200791;212339112300791;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Payment Fee Refunded;29.29;3.3696;Released;31 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Product Price Refunded to Buyer;-1152;0;Released;31 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Commission Fee Refunded;193.77;26.7264;Released;31 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
24 Mar 2025 - 30 Mar 2025;PK2NBO6P7YY-2025-013;25 Mar 2025;Co-funded Voucher Max Reversal;23.04;0;Released;31 Mar 2025;;18 Mar 2025;212294596311819;212294596411819;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Returned;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
